ID_Number,Displacement
3051,15.5328
3052,16.7024
3055,15.3664
3056,16.4326
3061,16.3378
3062,14.0863
3070,15.0474
3071,16.805
3079,12.789
3080,15.3061
3081,16.0102
3082,14.0048
3091,16.3299
3100,16.0146
3105,15.2771
3115,13.6353
3116,11.4513
3117,15.6098
3118,16.8809
3121,11.9927
3122,15.1707
3123,16.2273
3128,16.5009
3133,16.3027
3138,16.5869
3151,16.5043
3156,17.0691
3170,13.6646
3171,16.2985
3176,16.0285
3181,16.587
3191,15.9518
3195,14.6241
3201,16.6169
3205,16.5823
3221,15.8775
3229,15.5252
3234,16.4156
3239,15.6106
3243,15.7257
3247,13.3091
3248,16.5862
3253,16.0704
3255,11.151
3260,11.5284
3263,16.3157
3267,13.8673
3268,15.8944
3272,14.6003
3278,16.3292
3283,15.7409
3285,12.1649
3288,16.9088
3289,13.7927
3303,15.1637
3305,13.2765
3307,14.8707
3312,14.1917
3318,15.9882
3319,12.9031
3321,14.7257
3322,10.9376
3323,16.3219
3324,12.8405
3327,12.9964
3332,10.8266
3333,16.3398
3338,16.6822
3342,11.4414
3343,16.6339
3347,12.6185
3352,12.8354
3359,13.0031
3362,10.9858
3363,15.9717
3367,10.9704
3368,16.24
3372,12.3618
3373,16.0589
3376,13.3831
3378,16.5955
3379,14.2366
3382,11.3756
3383,16.1989
3387,12.5423
3391,13.4306
3396,11.3538
3400,12.9349
3443,11.2008
3445,11.6841
3446,13.7761
3451,13.568
3469,11.2312
3471,11.2651
3480,12.3969
3482,13.0644
3483,13.862
3490,13.4418
3493,14.154
3494,13.3723
3501,15.6338
3506,16.1529
3508,13.7956
3510,14.6724
3521,15.5424
3525,14.1156
3526,16.5057
3528,14.445
3529,11.5046
3531,16.5335
3534,10.5976
3536,16.57
3539,11.5807
3540,13.5442
3544,10.9006
3545,14.6675
3548,14.0214
3549,11.2649
3550,13.325
3551,15.619
3553,14.231
3558,13.7626
3559,11.8453
3588,14.5503
3600,14.0609
3602,12.9011
3606,12.3103
3609,13.0595
3613,13.693
3616,13.4447
3624,15.8357
3629,17.4786
3630,15.8766
3634,15.6434
3640,15.9936
3644,16.0269
3645,11.9461
3648,16.1774
3650,12.0159
3652,16.2497
3656,16.2411
3658,11.8189
3660,16.1635
3665,14.4994
3666,13.0928
3667,16.2527
3669,16.0284
3670,14.6937
3672,15.2498
3674,16.2818
3676,13.7706
3677,15.412
3682,15.8841
3686,11.8319
3690,10.9461
3691,16.034
3692,16.4298
3695,15.7705
3696,16.082
3699,15.9621
3702,11.1549
3703,15.8212
3704,16.3948
3708,16.151
3710,13.1047
3711,15.7404
3712,16.5212
3714,11.7619
3715,15.7334
3716,15.7906
3722,15.7199
3725,13.3408
3726,15.9858
3727,14.9796
3729,10.949
3731,15.9887
3732,14.6728
3736,15.8869
3737,15.6299
3739,12.4289
3742,15.1195
3744,13.0624
3746,16.5894
3748,14.5664
3749,9.34359999999998
3751,16.3678
3755,12.8465
3756,16.4398
3757,16.4397
3759,11.9874
3760,13.083
3764,10.5441
3767,15.0924
3769,11.453
3770,10.8385
3771,15.9213
3774,11.2448
3776,16.3161
3778,10.9238
3780,16.4881
3781,13.3677
3782,11.8535
3784,16.4392
3785,15.6054
3787,11.9311
3789,15.9805
3790,15.7441
3792,12.3554
3793,12.3894
3794,16.1144
3795,15.174
3797,11.9827
3799,15.9302
3800,16.609
3802,11.9078
3804,16.0189
3809,15.9917
3810,14.9364
3811,11.8659
3812,11.9887
3813,15.9348
3814,15.4923
3815,12.4627
3817,16.1761
3819,12.2903
3822,15.1545
3823,11.4618
3827,11.9532
3828,14.0469
3829,16.1615
3830,15.0372
3831,11.8669
3834,15.6789
3835,12.5742
3839,12.2281
3842,11.9676
3845,12.2229
3848,11.9092
3851,11.5765
3857,16.0912
3858,14.083
3859,15.2328
3860,12.0688
3868,15.7126
3869,15.4954
3872,17.1436
3874,14.8782
3875,13.9836
3876,15.6484
3877,16.9201
3878,14.8992
3882,14.7079
3883,14.7564
3884,16.2863
3885,17.254
3888,17.6869
3889,16.5418
3890,15.1068
3892,16.9364
3893,17.6056
3894,15.8029
3900,16.8618
3901,16.4929
3903,9.65769999999998
3904,16.9156
3908,15.8396
3910,12.8773
3913,15.5771
3916,16.003
3917,14.87
3923,10.3659
3931,8.56979999999999
3938,11.9667
3941,13.5479
3942,11.5916
3943,15.7701
3944,12.6393
3945,16.1256
3949,12.0226
3952,11.8626
3953,17.4572
3954,11.7886
3955,16.1844
3958,15.6461
3961,16.8752
3963,15.7387
3964,11.4202
3965,15.9789
3968,14.6821
3969,12.5908
3972,11.603
3973,16.0254
3974,12.1019
3976,16.4069
3977,11.1786
3978,16.2782
3980,15.1839
3982,11.6945
3983,15.5994
3984,10.9928
3985,15.5149
3986,13.0779
3988,15.6837
3990,15.6641
3996,13.7807
3998,16.192
4001,13.2589
4004,15.8061
4007,13.1894
4008,15.0091
4011,13.3866
4013,15.3698
4014,15.5879
4015,14.4954
4018,16.8263
4020,12.1356
4021,12.9203
4025,11.3855
4028,15.5492
4034,16.2558
4038,16.486
4040,12.284
4044,15.9039
4046,12.8088
4047,10.9697
4049,15.8137
4050,11.7928
4051,12.6464
4053,16.2127
4054,15.7793
4055,13.8299
4056,12.6499
4058,16.3152
4059,16.023
4060,14.91
4063,15.223
4066,13.0166
4071,12.8995
4073,14.4231
4074,16.0539
4076,16.1839
4077,16.1887
4079,15.5281
4081,12.924
4083,16.032
4084,13.0854
4086,16.1121
4087,13.5038
4088,15.3171
4089,13.2649
4094,12.1357
4095,15.8369
4096,16.0363
4097,12.928
4099,12.2222
4100,15.7874
4101,16.3085
4102,13.2394
4104,11.5604
4107,12.8601
4112,13.031
4114,12.2871
4115,15.5948
4116,16.1735
4121,16.127
4123,11.181
4125,15.0823
4128,14.1101
4130,15.7559
4133,13.227
4136,15.7088
4138,13.4635
4142,15.0128
4143,13.2285
4146,15.6136
4148,12.8763
4151,15.6924
4152,15.1943
4166,14.8062
4168,15.2068
4171,15.1161
4183,13.3198
4184,15.9398
4187,15.3531
4188,14.4105
4189,15.9571
4191,14.4385
4192,12.3091
4194,16.168
4195,12.92
4198,11.9102
4199,15.9225
4202,15.4493
4204,12.3575
4208,14.6951
4210,16.1677
4212,15.4508
4213,13.0718
4215,16.0562
4216,14.6346
4219,16.1951
4220,14.8776
4221,12.6487
4224,14.6899
4230,12.7175
4232,12.7217
4234,12.0547
4235,13.2102
4236,12.7089
4243,12.9193
4245,13.1417
4249,13.7309
4250,14.6931
4252,15.01
4253,13.2029
4254,10.4246
4255,14.7057
4256,14.2801
4275,11.5913
4276,9.65900000000002
4279,12.156
4282,14.6316
4285,10.7152
4287,14.9783
4289,11.4216
4291,16.1738
4295,14.0412
4297,14.9282
4298,11.7179
4299,13.2426
4302,14.9148
4304,11.6244
4305,13.4669
4308,14.3486
4311,15.3671
4313,14.6256
4314,11.0051
4316,16.1256
4318,14.679
4319,11.3893
4321,15.5269
4323,14.6679
4326,15.9592
4330,14.6033
4333,15.7762
4335,12.9245
4336,16.2327
4342,14.5864
4351,14.6276
4354,13.4528
4356,14.6075
4357,12.9014
4359,11.3534
4361,14.5851
4362,12.8065
4365,14.618
4366,14.0113
4368,15.8728
4373,14.6866
4375,10.7635
4380,16.4592
4381,15.7019
4388,16.2832
4390,13.0903
4396,16.2631
4397,14.6432
4398,13.4784
4405,12.7394
4411,14.5441
4415,14.4404
4417,16.2942
4419,14.5718
4420,12.5725
4422,12.7863
4423,14.5651
4424,11.9889
4425,16.7393
4426,16.3624
4427,13.3842
4428,14.4883
4429,11.1219
4430,16.0483
4431,16.4561
4432,12.8699
4433,14.755
4434,16.471
4438,16.0647
4439,16.4104
4441,14.7342
4443,16.3504
4445,14.6658
4446,16.5301
4447,16.3723
4449,14.1369
4452,14.6785
4453,13.0457
4454,16.4678
4455,16.5896
4456,14.8507
4457,13.5817
4459,16.6491
4460,14.8443
4463,16.6447
4464,14.7454
4468,14.7304
4469,13.0255
4470,16.3603
4471,16.4798
4473,12.8779
4474,16.2435
4475,16.2949
4476,15.36
4479,16.0197
4480,16.4746
4481,14.4705
4484,16.485
4487,13.3099
4489,16.8923
4490,14.8256
4493,16.4913
4494,16.5312
4495,14.7514
4497,13.2266
4499,16.6978
4500,14.7191
4502,13.1359
4503,16.5055
4505,14.7904
4507,13.4065
4509,16.5596
4510,14.6342
4512,14.0808
4515,14.7628
4519,16.5915
4520,15.0423
4522,16.3542
4523,16.5059
4524,14.8887
4526,16.2309
4527,16.5686
4528,15.7243
4529,12.9417
4531,16.295
4536,12.8789
4537,16.4619
4539,13.2392
4541,16.5162
4543,15.9697
4544,15.8997
4545,12.7201
4546,15.7941
4547,16.4848
4548,13.1358
4550,16.3909
4551,13.2819
4552,15.8535
4553,16.4353
4556,16.2763
4557,12.8336
4559,12.505
4562,16.517
4563,12.7608
4565,12.7296
4566,16.4643
4567,12.921
4569,12.668
4570,16.5453
4572,16.1872
4573,12.9463
4574,16.5572
4575,12.6051
4576,16.4665
4579,12.9354
4581,12.6842
4583,12.9353
4584,12.5655
4585,13.0674
4586,12.7411
4588,12.8194
4590,12.6208
4591,12.1109
4593,12.3778
4594,12.4391
4595,12.8488
4596,12.4195
4597,12.3983
4599,12.1409
4601,12.7063
4603,15.7154
4604,16.3346
4606,14.0892
4609,16.4037
4610,14.5808
4611,14.1995
4613,15.951
4614,15.4778
4615,14.4573
4616,12.7377
4617,15.9577
4624,16.0849
4638,16.3294
4643,12.8436
4644,16.4232
4645,16.7159
4646,17.436
4649,16.1533
4650,15.7449
4651,16.3974
4654,16.5038
4655,16.7196
4656,16.333
4657,17.0249
4659,16.1189
4660,15.6547
4661,16.1452
4664,16.7262
4666,16.2268
4667,15.7854
4668,15.659
4669,16.2627
4671,16.3594
4672,15.8619
4675,16.1546
4676,16.4768
4677,16.3965
4678,15.8247
4679,15.4751
4681,15.9115
4683,15.7102
4684,15.4194
4685,16.0314
4687,15.5552
4688,16.3269
4691,16.1861
4692,16.9256
4693,16.6699
4696,16.4693
4697,16.4532
4698,16.5108
4700,16.3807
4702,16.5458
4703,15.516
4706,16.5625
4707,15.4702
4710,15.7619
4711,16.3448
4712,16.7476
4716,16.3503
4719,16.2077
4720,16.4077
4721,15.9153
4722,15.4836
4723,16.2195
4725,16.031
4727,16.158
4729,16.5048
4730,16.6281
4732,16.1842
4735,15.9324
4736,15.5783
4737,15.5321
4738,17.1786
4742,16.6261
4745,16.7594
4746,15.9422
4747,15.8252
4749,16.1442
