ID_Number,Displacement
4750,16.9302
4753,16.8847
4755,15.5407
4759,16.2462
4760,17.1685
4765,12.2129
4770,14.8918
4771,13.1433
4772,16.7955
4773,16.6324
4774,16.6213
4777,16.52
4778,16.0959
4780,16.4558
4784,16.9297
4785,15.8004
4790,16.5912
4792,15.1874
4793,15.1884
4795,16.8277
4796,12.1155
4799,16.0424
4806,15.7078
4807,16.0207
4809,15.5156
4816,16.9671
4818,17.0165
4819,15.1365
4822,15.6858
4823,15.2593
4824,16.8604
4825,15.676
4826,15.5925
4827,16.3177
4828,16.7223
4832,16.809
4836,16.0943
4837,15.6264
4838,16.5872
4839,16.1467
4841,15.6033
4843,16.2624
4844,16.4374
4849,17.0296
4850,16.1635
4851,15.3155
4852,15.263
4853,16.9579
4855,15.1791
4856,16.3343
4857,16.0571
4860,17.2807
4862,16.2446
4865,16.7999
4866,15.8996
4869,15.1274
4870,17.1533
4872,16.1307
4873,14.9679
4874,17.0269
4875,16.2337
4878,16.0301
4879,15.0442
4880,16.8783
4884,15.2084
4885,17.3642
4889,17.1704
4893,17.0209
4896,14.9882
4903,14.8897
4904,14.7661
4905,14.6724
4906,14.5949
4908,14.8811
4909,14.7837
4911,16.2179
4917,16.4618
4922,16.0507
4924,15.2599
4925,15.7875
4927,16.0026
4928,16.0936
4929,15.5809
4932,15.6192
4934,16.417
4935,16.3313
4936,16.411
4938,16.19
4939,16.4559
4940,16.4144
4942,16.1791
4943,16.2606
4945,16.8575
4946,16.1713
4947,16.3439
4948,16.3084
4949,15.9912
4950,16.2829
4951,16.1021
4952,16.2503
4953,15.9767
4954,16.1596
4955,16.0406
4957,15.9613
4958,15.3206
4959,15.958
4961,15.9262
4962,16.2749
4963,16.0218
4964,17.4155
4965,15.9799
4966,15.1164
4967,16.1106
4969,16.0593
4970,16.2355
4971,16.099
4972,16.3632
4973,16.0951
4974,16.6535
4975,16.1067
4976,16.2832
4977,15.6929
4978,15.9755
4979,16.5296
4980,16.5901
4982,15.9636
4983,15.4378
4984,15.2915
4985,16.3985
4987,15.2269
4988,16.2778
4991,16.1918
4992,15.1092
4993,16.1774
4994,15.2281
4995,15.4067
4996,16.3417
4999,16.4004
5001,16.3023
5002,15.1331
5005,16.4059
5006,15.1455
5007,16.3954
5008,15.0159
5009,16.3595
5011,16.2108
5013,16.2277
5015,16.3159
5017,16.3114
5019,16.4607
5020,14.5683
5021,16.4388
5022,15.1729
5023,16.4625
5025,16.3104
5026,15.1725
5029,10.8312
5030,15.1234
5031,16.3904
5033,16.3854
5034,15.0725
5035,16.4169
5037,16.2855
5038,15.3831
5039,16.343
5041,16.5841
5044,15.9074
5045,16.7758
5047,16.1011
5049,15.2344
5051,15.7424
5052,16.0966
5055,15.5939
5056,16.0507
5057,15.2935
5060,16.0436
5062,14.8908
5065,15.703
5068,16.2
5072,15.1097
5073,15.2065
5074,15.7916
5075,15.0907
5076,15.1717
5077,15.2503
5078,15.1988
5122,16.0671
5127,16.0806
5130,16.2347
5136,15.7002
5137,16.6414
5139,15.6743
5141,16.2333
5142,15.873
5144,16.4996
5146,15.7419
5147,16.1507
5151,16.2498
5153,16.4438
5155,16.2689
5157,16.313
5159,16.4122
5160,16.2316
5161,16.5973
5165,15.5234
5167,15.8486
5170,17.4175
5171,15.7762
5172,16.4865
5175,16.3803
5176,15.1215
5177,15.6624
5180,16.0871
5182,15.5087
5188,16.5595
5190,15.8682
5192,16.4283
5193,14.8327
5194,15.8138
5198,15.9156
5200,16.5705
5204,16.4388
5206,16.2874
5208,16.1779
5209,16.1877
5210,16.0481
5211,16.358
5215,15.7631
5224,16.8557
5225,17.0405
5226,17.839
5228,15.5384
5229,16.8571
5231,16.2999
5232,15.9574
5234,15.875
5235,16.1973
5236,16.6622
5241,16.2439
5243,16.117
5245,15.7081
5246,16.246
5253,16.1355
5256,15.9029
5257,15.8606
5258,16.2011
5260,15.5295
5261,15.8418
5262,16.1507
5266,16.5774
5267,16.9119
5270,15.7973
5271,16.6002
5273,15.9149
5274,15.7916
5275,16.5564
5279,16.4919
5281,16.735
5284,15.9383
5285,16.4913
5286,16.2622
5288,16.0849
5292,16.302
5293,16.1428
5295,16.0443
5296,15.9443
5301,16.0901
5302,15.9465
5303,15.9944
5304,16.0915
5305,15.9616
5306,15.8128
5307,15.8493
5309,16.3957
5310,15.9413
5311,16.6175
5312,15.9683
5314,16.1759
5316,16.1405
5317,16.0253
5318,16.7649
5319,15.973
5320,16.216
5321,16.2743
5324,15.9078
5328,15.7343
5330,15.612
5331,16.4528
5332,15.8419
5334,15.3009
5336,15.9992
5338,16.0703
5341,16.5645
5342,15.7811
5344,16.1431
5346,16.1021
5348,15.742
5352,15.8654
5353,15.8173
5355,15.8954
5356,15.8405
5357,16.1359
5359,16.0341
5360,16.4377
5361,15.8937
5362,16.3092
5363,16.5151
5364,16.065
5365,16.2269
5368,15.9972
5372,17.1369
5376,17.2606
5381,15.2474
5383,17.3451
5384,16.6582
5386,16.4693
5388,17.6129
5390,17.504
5392,17.5677
5393,15.7691
5395,16.8251
5396,16.4078
5402,17.1164
5403,17.5387
5405,16.9298
5407,13.0362
5408,17.684
5411,16.4913
5414,15.3594
5416,16.7289
5417,16.9006
5418,17.1703
5420,16.5964
5423,15.389
5424,16.3283
5425,16.9657
5427,17.3473
5430,15.2975
5431,15.1867
5433,16.3185
5434,16.4905
5436,17.2891
5440,17.0003
5442,16.9553
5444,16.1478
5446,16.2018
5452,15.0873
5454,17.7043
5464,15.0359
5466,17.8566
5467,16.7888
5470,16.071
5472,17.2326
5473,18.2144
5475,15.6806
5478,16.5711
5479,16.0706
5484,16.001
5487,16.799
5489,16.4627
5500,18.2392
5501,17.3907
5502,16.7718
5504,16.7838
5506,16.3765
5516,16.1008
5520,17.3067
5525,17.1612
5526,17.6152
5530,17.9637
5532,17.9304
5534,17.9465
5535,17.5252
5539,16.7591
5540,17.9784
5542,17.9308
5543,17.347
5545,17.2433
5546,16.507
5551,15.5706
5556,17.5516
5558,17.281
5564,16.9278
5565,17.4026
5572,17.4299
5573,17.1519
5574,17.6919
5591,17.7787
5592,17.0597
5593,17.4369
5594,15.3466
5595,16.6936
5596,18.0534
5597,17.0034
5598,17.2453
5599,16.7294
5600,17.0699
5601,17.6707
5602,17.3231
5606,17.6281
5612,17.8888
5613,16.1627
5617,18.095
5628,16.4657
5634,16.8586
5638,16.7933
5642,16.6411
5645,16.2329
5649,16.9044
5660,16.9578
5663,15.8853
5664,16.2955
5676,13.9487
5677,16.8231
5683,15.9516
5684,16.5208
5685,15.5197
5687,17.7753
5689,14.0637
5693,15.7906
5695,15.7833
5696,15.7725
5697,16.6282
5705,16.8641
5710,15.5417
5714,15.4197
5721,15.5871
5724,14.5243
5725,16.5304
5727,16.5982
5729,16.7232
5733,16.4971
5734,15.2418
5737,16.3308
5738,14.5206
5742,14.5953
5747,17.1827
5748,16.0873
5749,16.3687
5750,15.6631
5756,16.2837
5760,12.2127
5762,14.6763
5765,16.1659
5773,14.814
5775,16.0247
5776,15.4308
5779,14.5597
5783,15.3698
5800,16.4753
5806,16.9436
5807,16.8587
5811,17.2307
5814,16.6219
5818,13.8882
5819,15.4917
5822,16.8842
5824,17.1567
5825,15.01
5829,12.1055
5830,14.1275
5833,14.7014
5835,17.0083
5838,15.8284
5843,16.6535
5844,17.9823
5846,15.0896
5852,17.4338
5853,11.567
5856,16.4216
5859,18.2736
5868,15.8447
5870,16.7309
5871,16.8527
5874,17.2233
5876,17.9276
5881,16.2972
5893,16.5562
5898,15.4992
5904,10.4828
5910,15.2351
5918,16.7786
5921,16.9163
5922,15.7514
5923,17.6973
5927,16.2689
5931,11.5722
5944,15.0433
5946,15.8727
5957,15.8722
5962,17.6098
5967,17.613
5974,14.9694
5980,15.5127
5981,15.7746
5993,14.8778
6013,14.9419
6024,15.1328
6028,16.2878
6030,15.403
6031,16.7291
6033,16.0479
6043,15.9002
6045,15.4498
6051,15.8644
6056,14.566
6057,16.444
6058,16.4293
6059,15.2998
6060,16.7003
6062,17.4606
6064,16.7657
6072,18.4436
6074,15.9709
6075,14.1819
6076,15.417
6078,13.8045
6080,16.2261
6088,14.4392
6091,15.5946
6101,16.7008
6104,17.0425
6106,18.267
6107,13.3147
6110,13.2838
6114,10.623
6115,13.8969
6121,13.4738
6145,14.8016
6158,15.6985
6162,15.9964
6164,17.2608
6168,16.1412
6170,16.6685
6175,15.803
6180,17.7126
6181,15.8566
6189,16.7686
6191,16.1701
6198,14.3375
6203,14.9791
6220,18.2346
6226,18.6706
6231,18.2743
6234,17.6097
6239,18.2078
6245,17.17
6247,18.4878
6253,13.5315
6254,17.5966
6258,18.532
6263,14.4017
6272,17.7117
6274,18.5963
6277,18.2725
6279,18.5044
6281,17.1086
6293,18.3753
6295,18.1214
6300,17.8234
6309,18.4668
6310,17.4692
6312,17.4781
6314,17.7728
6317,16.7864
6323,17.5112
6328,17.043
6335,18.1479
6337,13.4972
6341,17.2834
6344,17.3503
6348,17.6772
6352,15.1111
6355,15.3118
6359,17.6763
6362,13.4482
6364,15.2498
6365,16.6223
6375,17.3377
6381,16.7832
6386,16.4424
6396,16.2709
6401,17.7114
6405,16.2979
6406,14.4442
6411,15.0876
6419,17.0849
6420,16.8626
6423,18.2421
6429,17.2102
6431,16.3379
6432,18.0813
6438,15.1465
6440,16.2714
6442,15.3953
6444,18.3358
6445,17.3971
6446,16.117
6447,13.5624
6449,18.625
6451,14.1433
6452,13.5149
6456,16.0741
6457,14.7245
6459,16.1693
6465,18.3165
6471,15.5565
6472,18.5808
6474,17.7603
6479,15.549
6483,17.3017
6487,15.6885
6494,16.4116
6498,17.3413
6499,18.0394
6500,16.765
6502,17.8169
6505,15.4776
6506,17.5113
6507,15.4659
6509,14.1389
6510,17.4133
6514,17.111
6517,18.7555
6518,18.8219
6522,18.0224
6528,16.8027
6533,18.0356
6536,15.4216
6537,17.9603
6538,16.022
6540,10.7312
6543,18.5999
6552,16.5579
6556,15.8901
6559,13.4617
6560,17.4782
6561,15.0703
6564,17.678
6565,15.1026
6569,15.1651
6571,14.0597
6573,12.9186
6574,17.6998
6576,17.6652
6579,17.6337
6580,15.02
6583,16.3201
6585,17.9262
6588,12.921
6590,16.5156
6592,14.7663
6593,18.1677
6594,16.2337
6598,15.4276
6599,15.2783
6601,17.9461
6602,16.3349
6603,15.8583
6605,17.1147
6606,14.4506
6609,17.5084
6613,17.8332
6614,15.6481
6617,17.3669
6619,15.6265
6621,16.9524
6651,14.732
6652,15.9721
6653,15.8732
6656,14.9479
6658,18.7942
6662,18.0249
6663,18.2266
6665,15.8392
6668,17.1104
6672,17.6049
6676,17.065
6679,16.6333
6688,14.6413
6694,12.6849
6701,15.1975
6703,14.8218
6714,15.2797
6716,14.9483
6718,16.9759
6728,16.1276
6729,16.5385
6730,14.552
6734,17.0297
6735,15.6307
6737,14.5701
6739,15.1423
6745,17.8937
6749,17.766
6750,16.7078
6751,15.1432
6758,15.5732
6759,16.7983
6763,14.0664
6764,15.4718
6768,14.444
6769,18.0718
6771,15.3231
6773,16.1351
6774,17.4623
6778,16.5448
6779,17.0601
6782,16.0484
6784,15.8308
6787,17.7529
6790,14.9038
6798,15.5645
6805,17.3796
6806,17.4539
6810,17.3267
6811,15.8755
6818,15.6776
6820,17.1094
6822,16.0952
6827,16.4961
6831,17.5061
6833,16.8185
6835,16.3364
6840,18.0501
6842,16.6938
6845,14.9896
6846,15.3761
6850,16.3741
6858,16.7412
6862,14.881
6868,17.949
6878,13.705
6880,13.5123
6881,13.3562
6885,15.7963
6889,14.7536
6890,15.7043
6893,16.587
6895,16.4179
6896,17.8034
6899,16.5704
6902,15.82
6903,16.8844
6905,15.2696
6909,16.309
6919,13.0287
6924,16.0338
6928,18.1925
6930,17.7678
6931,15.919
6944,15.2809
6947,14.4494
6950,18.5641
6953,17.9785
6954,13.5899
6969,15.7583
6970,14.0371
6972,15.6424
6973,14.3696
6974,18.4423
6975,12.942
6977,18.7341
6982,14.7098
6983,15.7381
6991,17.987
6992,16.1587
6997,15.3331
6998,15.6459
7000,14.427
7001,17.8921
7003,11.2844
7007,15.1097
7010,18.6149
7011,13.4066
7012,15.3683
7015,18.4665
7018,14.4453
7019,17.9103
7022,14.6138
7023,15.3388
7024,17.6298
7027,16.6273
7028,14.9154
7029,17.1592
7032,13.5372
7033,17.0984
7035,18.1052
7036,9.92919999999998
7038,17.9405
7039,18.6195
7040,15.436
7041,14.0597
7044,18.5729
7045,15.099
7054,17.741
7057,13.7891
7058,18.0865
7060,18.1555
7065,18.1647
7066,14.1332
7067,18.0813
7069,14.6857
7075,16.6846
7082,18.6567
7086,18.3153
7087,18.4625
7088,16.8035
7091,18.8136
7092,15.8641
7093,18.5772
7099,18.0775
7100,15.3896
7101,15.1662
7102,18.1134
7104,17.7019
7105,15.2432
7106,16.2535
7110,17.9885
7114,18.5687
7115,14.5845
7116,16.9098
7118,17.8653
7119,18.2555
7121,15.8369
7122,16.495
7126,14.197
7129,18.5242
7130,16.0044
7131,15.4842
7135,14.5827
7137,18.7719
7138,18.7447
7145,15.2746
7146,18.513
7148,13.309
7151,18.5031
7159,15.1083
7164,15.1335
7167,17.5119
7176,16.9047
7182,18.4547
7184,15.6006
7193,16.7126
7196,15.0554
7198,11.8548
7200,17.8696
7202,17.8128
7205,18.7153
7211,17.4585
7212,17.0437
7213,16.7396
7215,18.4709
7216,13.9254
7217,13.163
7223,18.8155
7224,18.5703
7225,16.755
7226,18.4447
7228,18.993
7229,17.191
7230,11.88
7231,18.1611
7232,15.7941
7234,17.6613
7238,18.3433
7239,17.906
7240,15.3448
7241,15.7313
7281,15.3747
7287,18.0216
7293,17.7387
7300,18.2454
7382,15.8918
7387,17.8859
7429,15.8452
7527,18.17
7556,17.187
7615,18.256
7617,14.7279
7620,18.4674
7624,19.0543
7630,18.2764
7634,17.774
7636,18.2455
7645,17.6732
7667,15.3534
7679,18.1049
7697,18.0117
7702,17.1771
7707,16.7766
7724,17.8848
7729,14.0679
7731,18.8427
7736,18.4988
7737,17.9624
7742,18.1027
7747,18.7187
7752,18.8511
7755,18.634
7758,15.0943
7760,17.8647
7761,18.3187
7762,16.7149
7763,18.5305
7765,18.3144
7766,18.1035
7767,14.645
7768,18.607
7770,18.8218
7772,11.1711
7773,18.4836
7775,18.629
7778,18.2767
7783,17.554
7785,18.562
7787,19.0732
7788,17.8388
7790,18.4495
7792,17.9939
7794,18.6313
7796,17.9441
7803,18.33
7805,14.1953
7806,18.0523
7808,18.399
7810,14.673
7812,15.8649
7813,16.443
7814,17.6288
7817,16.3882
7818,17.8581
7819,18.218
7824,18.0626
7825,17.7725
7830,17.9417
7834,17.3946
7835,18.6854
7839,17.7687
7842,15.6158
7844,18.084
7849,18.2877
7851,18.1043
7855,18.2116
7857,17.8972
7861,18.3667
7867,18.5391
7876,14.8423
7877,18.2637
7885,14.8382
7888,18.1923
7891,17.6803
7894,18.0168
7899,18.4605
7901,18.2148
7907,17.818
7910,18.5849
7921,18.2282
7924,17.9471
7925,17.7532
7926,14.2898
7928,18.6302
7930,18.0447
7935,18.8965
7936,17.7921
7940,18.1666
7944,18.0819
7947,17.9721
7948,18.1946
7950,15.2896
7951,17.7511
7953,18.2241
7958,18.1303
7960,14.9295
7964,18.2316
7967,14.4628
7968,17.2363
7971,18.1228
7974,15.9641
7975,18.4942
7977,17.9808
7984,17.3533
7986,15.6583
7987,17.8402
7988,15.8989
7989,17.9439
7992,17.7474
7993,14.0938
7995,18.4668
8000,18.3273
8001,18.5332
8003,15.0256
8005,17.9975
8008,16.2273
8010,18.1177
8013,17.2706
8015,17.3225
8016,18.5624
8022,17.7176
8023,18.086
8026,18.6677
8027,18.5819
8032,15.2254
8033,18.1585
8036,18.5273
8037,15.5372
8044,18.2317
8047,17.2804
8049,17.1671
8050,18.1453
8054,17.4571
8055,18.6066
8061,17.5332
8063,18.4214
8067,18.3018
8068,17.0958
8071,17.5844
8076,16.3033
8078,18.2232
8079,18.1139
8083,17.4289
8086,16.757
8087,16.0844
8089,18.021
8093,18.0678
8095,16.6443
8098,18.3473
8099,18.0494
8100,17.7441
8103,17.4342
8105,18.383
8106,16.9681
8111,17.4043
8120,17.9778
8123,17.0179
8125,16.3419
8126,18.2798
8128,14.543
8130,18
8132,19.0048
8135,17.5336
8140,17.4848
8145,18.4816
8150,17.4893
8155,18.4268
8157,17.5996
8158,18.6213
8159,14.6106
8160,18.2168
8161,17.8012
8162,14.0128
8163,18.6481
8165,15.1402
8176,18.5421
8179,14.9599
8180,18.4701
8185,15.1406
8187,17.6126
8189,18.1846
8192,18.0458
8194,19.1305
8198,18.5426
8199,16.5543
8200,16.5312
8203,17.6989
8204,17.008
8206,18.412
8211,16.5047
8214,17.1227
8216,13.7599
8218,18.4455
8222,15.3849
8224,18.8587
8225,14.1361
8227,18.5111
8233,18.2812
8234,10.5099
8238,17.7627
8240,18.7563
8246,18.2449
8249,18.2462
8254,15.6988
8257,16.4021
8258,13.272
8261,18.3647
8263,18.4319
8264,15.3484
8265,16.6379
8267,17.6492
8268,13.4629
8270,16.5403
8271,17.824
8273,16.032
8274,17.7295
8275,18.5028
8277,16.5167
8279,18.545
8283,17.8881
8286,16.6671
8287,18.2216
8292,18.553
8296,18.1048
8297,16.8784
8300,18.6155
8304,18.0199
8309,17.0214
8311,18.74
8316,17.1424
8325,18.6863
8330,18.1314
8331,16.853
8338,16.8991
8344,18.0247
8347,17.801
8352,14.8532
8354,17.9487
8359,15.7805
8397,18.3105
8411,18.0472
8417,12.1193
8420,16.2119
8421,18.1464
8422,15.8661
8424,18.2474
8426,17.7533
8437,17.9159
8439,18.4607
8440,14.3277
8443,18.0241
8447,17.9834
8452,15.7049
8457,14.6982
8458,18.1026
8460,18.193
8461,16.7005
8464,18.384
8469,17.9131
8471,15.9795
8474,17.307
8479,18.7405
8482,16.2624
8483,18.0252
8485,16.6369
8487,18.3131
8491,17.8615
8501,17.8652
8502,14.6113
8506,18.7558
8509,18.3887
8510,18.4619
8514,13.2959
8515,18.2476
8517,14.697
8520,18.5338
8521,18.4134
8524,16.2128
8526,17.8745
8531,18.2641
8532,13.6871
8536,18.6063
8542,18.1639
8546,18.5828
8547,18.8406
8551,18.2352
8552,18.5609
8554,15.2377
8556,18.5683
8557,18.1502
8561,18.6464
8562,18.6009
8566,18.09
8567,18.8867
8569,15.2804
8576,18.5331
8578,18.4958
8580,17.1543
8581,17.7136
8583,18.3373
8588,13.9145
8589,10.4813
8603,18.5148
8605,17.0129
8607,18.2875
8613,17.5417
8618,14.9673
8623,13.6617
8629,15.7459
8634,18.6213
8638,14.0103
8639,16.2039
8642,17.4907
8643,15.2472
8645,18.0933
8647,16.4143
8651,18.0277
8655,16.2126
8657,18.6375
8661,18.5781
8667,18.5867
8672,18.4409
8676,17.9599
8681,17.429
8683,18.431
8685,18.4186
8686,17.5012
8687,18.6959
8691,17.4143
8694,18.1143
8697,16.4983
8702,18.728
8705,18.5448
8707,18.5513
8715,18.6084
8725,18.6546
8731,18.8934
8738,18.3255
8739,18.5544
8752,18.2857
8756,18.2042
8761,17.5792
8763,17.592
8765,15.6805
8767,18.6404
8768,16.8173
8772,13.2603
8778,17.1506
8782,18.5598
8788,18.7428
8797,16.1316
8803,17.5745
8805,16.346
8807,17.7752
8811,17.3901
8824,17.804
8826,17.4364
8827,17.5299
8828,17.4779
8829,18.5294
8830,18.5926
8832,17.6825
8834,12.8814
8837,17.8687
8841,18.7113
8843,18.8284
8847,18.6717
8854,16.8223
8858,17.3071
8864,16.841
8869,16.9295
8872,17.1254
8873,17.7411
8877,17.1173
8881,17.7264
8884,16.493
8888,17.2532
8891,16.6133
8892,16.9752
8895,18.158
8898,16.3635
8906,16.8279
8908,17.6145
8910,17.7905
8912,17.7903
8914,15.6153
8918,18.8035
8922,17.8265
8926,18.372
8930,17.7352
8931,18.3006
8935,17.9423
8941,17.6087
8951,17.4822
8958,17.1721
8961,16.5998
8962,17.7304
8963,16.2704
8967,18.0763
8968,18.3181
8972,18.2928
8973,18.0564
8983,17.8133
8987,16.9333
8988,17.4499
8995,18.2305
8999,17.708
9003,18.5341
9004,17.9537
9008,17.3596
9010,17.2335
9012,18.0924
9013,18.4406
9016,17.5325
9018,15.89
9020,16.9346
9021,17.8744
9022,17.44
9023,16.7278
9024,17.7174
9025,17.6514
9026,17.2892
9028,17.1723
9029,18.2314
9030,17.5439
9032,17.0998
9033,18.3143
9034,16.8733
9035,18.2539
9036,17.7219
9038,16.6283
9039,17.8915
9040,16.99
9041,18.2116
9042,17.7882
9044,18.1787
9046,17.7925
9050,18.1559
9054,16.5306
9060,18.7758
9061,18.1839
9062,17.1664
9067,17.0431
9069,17.1415
9070,17.4028
9071,18.4584
9074,17.3439
9075,15.9441
9077,8.13709999999998
9079,17.4798
9081,17.8811
9082,18.401
9084,18.236
9086,18.1164
9087,17.3311
9090,17.6015
9091,17.6628
9092,17.6077
9095,18.299
9096,17.2928
9099,18.6592
9100,17.1301
9101,16.8288
9104,17.5388
9105,18.4474
9106,16.3884
9109,17.2071
9111,18.521
9115,17.1305
9116,18.8177
9120,17.0761
9121,18.3948
9124,17.7602
9129,17.5533
9130,16.9832
9135,17.642
9138,18.1441
9139,17.5463
9140,17.911
9143,18.4838
9149,17.1192
9151,17.2158
9153,17.3326
9190,15.8659
9225,10.4845
9252,18.2269
9261,11.7972
9279,16.6658
9313,16.845
9319,18.4961
9322,15.6241
9326,15.2652
9331,14.4446
9352,13.8133
9356,14.9053
9370,14.8761
9384,16.7679
9390,18.0127
9399,17.3866
9405,16.866
9414,18.2773
9419,17.9373
9422,17.4813
9424,16.5313
9446,16.4556
9453,16.5049
9456,18.5741
9458,17.7863
9462,16.1036
9463,16.6576
9467,17.054
9471,17.7074
9478,17.7032
9482,17.48
9488,18.1668
9494,14.2298
9500,16.0319
9501,15.4282
9505,16.3726
9509,15.6981
9514,15.8822
9516,16.7431
9521,17.4555
9535,17.5453
9543,15.8044
9555,16.3917
9558,14.8264
9562,17.4182
9564,16.5324
9576,16.8949
9585,16.0725
9591,17.1973
9600,15.5949
9601,18.416
9603,17.1319
9612,17.379
9615,14.5144
9617,16.7548
9618,16.5962
9624,17.7949
9627,17.3129
9628,14.373
9629,17.0629
9630,16.6997
9632,15.8562
9635,17.7148
9640,18.1418
9641,17.1427
9643,16.094
9659,15.9007
9660,17.375
9663,17.0431
9689,16.6732
9695,17.4943
9696,16.6144
9700,17.4223
9701,17.0974
9708,16.1489
9716,15.8308
9721,14.9485
9723,16.2976
9725,16.6393
9730,15.7165
9737,18.473
9740,18.0168
9747,16.7821
9749,16.3802
9750,17.9384
9753,16.6993
9757,15.7963
9758,18.1408
9759,18.1484
9760,17.4619
9764,18.204
9766,17.0005
9770,17.6528
9771,17.3773
9772,18.0097
9776,14.6594
9778,16.1529
9785,12.7242
9786,16.5574
9789,17.3927
9793,18.4829
9798,16.3658
9801,16.3219
9809,15.7227
9817,17.013
9824,16.6442
9825,16.2504
9830,16.6576
9834,17.0125
9836,16.3003
9839,17.6575
9842,16.8624
9845,16.6057
9846,18.3236
9848,17.893
9853,12.6322
9856,16.5807
9860,17.44
9863,17.8197
9865,18.6924
9866,18.5999
9869,18.2408
9870,17.0347
9872,16.7509
9875,17.5885
9876,16.7732
9877,16.6193
9878,16.845
9880,17.0797
9881,18.5904
9882,18.304
9883,17.0174
9884,18.5488
9885,18.5159
9886,17.8145
9889,18.6823
9891,14.0474
9892,12.7669
9895,6.9948
9900,18.4255
9901,18.5392
9916,19.0046
9918,18.0774
9919,17.002
9920,8.0865
9922,18.7706
9925,18.2775
9927,17.0381
9928,18.4425
9929,9.94619999999998
9930,15.4913
9938,18.4641
9939,16.9616
9943,17.5651
9945,16.8843
9946,17.6404
9950,18.4705
9951,17.6154
9955,18.4198
9958,17.0466
9959,18.1373
9961,18.4385
9962,17.8046
9963,18.3217
9964,17.846
9965,18.2464
9966,18.4783
9970,16.5914
9972,18.469
9977,17.9231
9982,18.8942
9986,18.3807
9988,18.3934
9989,15.9358
9990,18.9658
9992,15.7521
9996,19.0061
9998,17.0803
10002,17.7139
10008,18.1999
10012,18.6387
10017,18.2839
10021,18.4582
10022,18.6681
10024,18.5251
10028,18.6434
10031,18.5
10033,18.3064
10035,18.7965
10037,18.3638
10040,18.5288
10042,18.6484
10044,18.3975
10046,18.0794
10047,16.6833
10048,18.5305
10049,18.5167
10050,18.4668
10051,18.6241
10052,18.951
10054,18.3093
10062,18.305
10064,15.3063
10066,18.1067
10068,11.2654
10071,18.4717
10073,17.8398
10077,18.4611
10079,16.3411
10082,18.5441
10083,18.5572
10085,16.991
10086,15.3065
10089,17.6067
10090,17.5185
10093,18.6447
10094,17.8957
10096,18.3647
10100,17.5399
10101,18.6122
10105,17.0246
10106,17.8576
10110,16.8457
10111,16.6125
10112,17.0581
10114,18.7224
10115,17.0889
10116,13.62
10118,17.7591
10119,18.2054
10124,16.5728
10127,18.6535
10128,18.8233
10129,16.0888
10131,17.394
10134,17.6187
10135,18.5303
10138,19.0005
10140,17.2736
10141,16.178
10143,17.8416
10148,9.6832
10150,13.9461
10152,16.9191
10155,17.7518
10157,18.0224
10158,17.0881
10160,18.2912
10165,17.7771
10171,17.624
10172,17.7899
10173,16.6144
10175,15.7278
10177,17.2511
10181,17.2047
10182,17.9632
10183,16.7291
10185,12.9066
10187,17.5393
10189,17.5526
10190,13.6954
10192,17.2184
10194,17.0582
10196,13.5848
10197,17.1848
10199,18.613
10202,17.3525
10205,18.3371
10211,11.2889
10212,16.906
10218,18.4982
10222,16.8854
10224,18.0537
10225,16.834
10227,17.4311
10229,14.6193
10230,17.9597
10232,17.866
10234,14.3878
10236,18.4666
10237,17.1156
10239,17.6682
10241,17.9681
10242,17.653
10244,14.4736
10245,16.6434
10246,17.3037
10248,17.8674
10249,15.5303
10250,17.1211
10252,16.9106
10258,13.7633
10265,15.899
10267,18.4328
10269,17.0752
10270,17.988
10271,17.5814
10273,17.6257
10276,17.4988
10281,16.6544
10282,17.4713
10288,17.1761
10289,18.6156
10290,17.1893
10293,17.3988
10294,16.0734
10298,17.3333
10302,17.1676
10304,18.3602
10306,17.5502
10309,18.76
10310,17.2614
10314,18.4804
10319,18.3371
10323,17.3134
10325,17.2843
10326,16.5678
10329,17.8918
10332,17.0913
10333,15.8371
10336,18.9214
10340,17.2282
10342,18.173
10344,17.1337
10346,17.5365
10347,16.6487
10348,17.2552
10350,17.353
10352,17.0157
10354,17.7917
10358,14.5569
10359,18.7202
10369,15.5684
10370,18.4888
10374,18.948
10375,15.1297
10379,15.4592
10380,12.423
10382,17.2242
10383,17.2648
10386,16.0761
10389,18.4079
10391,14.509
10393,17.7008
10395,18.5455
10397,14.9896
10399,17.484
10401,17.7458
10405,17.1113
10406,15.0203
10409,16.9618
10410,16.1144
10413,17.2541
10414,15.2945
10418,15.5988
10421,15.728
10427,13.1012
10430,17.5888
10431,17.2072
10434,17.5901
10439,18.6174
10440,16.6328
10444,15.135
10447,18.2316
10451,17.5298
10452,15.2296
10454,12.5739
10455,14.8763
10457,13.5428
10458,18.6314
10461,17.5843
10464,18.5644
10466,17.0582
10469,17.8332
10471,16.9982
10474,17.9861
10475,16.8749
10477,18.2832
10480,16.9302
10485,17.4638
10486,15.0846
10488,18.4338
10490,17.1597
10492,14.2565
10494,18.5034
10495,17.7426
10496,13.7882
10498,18.1861
10499,17.3069
10500,15.4106
10502,18.2835
10503,18.658
10506,17.9587
10507,14.4636
10508,18.2247
10510,17.2085
10511,17.6448
10513,18.3829
10514,17.2851
10515,15.0299
10517,17.1866
10518,15.7635
10520,17.3328
10524,16.9714
10526,16.3225
10527,17.2291
10529,14.5484
10530,17.1995
10533,17.2369
10534,16.3174
