ID_Number,c4_base,c8_base,c4_top,c8_top,twist_linear,twist_amplitude,twist_period,perimeter_ratio,height,mass,thickness,material
9139,0.142200023069115,-0.43119990772354,0.853200138414689,-0.00459983851619539,0,1,0.25,2.11111111111111,19,2.1,0.87,Cheetah
9140,0.995400161483804,0.422000230691149,0,-0.43119990772354,0,0.25,0.75,1.44444444444444,19,2.1,0.8,Cheetah
9143,1.13760018455292,0.422000230691149,0.426600069207345,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.755,Cheetah
9149,0.426600069207345,-0.43119990772354,0.426600069207345,-0.14679986158531,0,0.5,0.25,1.22222222222222,19,2.1,0.995,Cheetah
9151,0.711000115345575,-0.14679986158531,0.142200023069115,-0.573399930792655,1,0,0,1,19,2.1,0.855,Cheetah
9153,1.13760018455292,0.422000230691149,0.28440004613823,-0.573399930792655,1.5,0,0,1,19,2.1,0.815,Cheetah
9190,0,0.279800207622035,0,-0.857799976930885,0,0.25,1,2.77777777777778,19,3.3,0.9,NinjaFlex
9225,0.28440004613823,-0.43119990772354,0,0.279800207622035,0,0.25,0.75,3,19,3.3,0.995,NinjaFlex
9252,0,-0.857799976930885,0.995400161483804,0.13760018455292,0,0,0,2.77777777777778,19,3.3,0.46,Chinchilla
9261,0,-0.857799976930885,1.13760018455292,0.706400276829379,0.5,0,0,2.77777777777778,19,3.3,0.49,Chinchilla
9279,0,0.990800322967609,0,0.990800322967609,0,0.5,0.25,3,19,2.1,0.455,Cheetah
9313,1.13760018455292,0.564200253760264,0,0.990800322967609,0.25,0,0,3,19,2.1,0.485,Cheetah
9319,0,0.279800207622035,0,0.990800322967609,0,0.25,0.75,3,19,2.1,0.455,Cheetah
9322,0,-0.857799976930885,0.56880009227646,0.848600299898494,0,0.25,1,2.77777777777778,19,2.1,0.465,Cheetah
9326,0.995400161483804,0.848600299898494,0.853200138414689,0.706400276829379,0,0,0,3,19,2.1,0.985,Cheetah
9331,0,0.279800207622035,0.142200023069115,0.279800207622035,0,0.25,1,3,19,2.1,0.45,Cheetah
9352,1.13760018455292,0.706400276829379,0,0.990800322967609,0,0.25,0.75,3,19,2.1,0.705,PLA
9356,0,-0.71559995386177,0.995400161483804,0.13760018455292,0,1,1,3,19,2.1,0.455,Cheetah
9370,0,-0.288999884654425,0,-0.857799976930885,0,0.25,0.75,1.22222222222222,19,3.3,0.45,Chinchilla
9384,1.13760018455292,0.706400276829379,0,-0.857799976930885,0,0.75,0.25,2.77777777777778,19,2.1,0.995,Cheetah
9390,0,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0,0,1.44444444444444,19,3.3,0.455,Chinchilla
9399,0,0.848600299898494,0.995400161483804,0.279800207622035,0,1,0.25,1.44444444444444,19,3.3,0.45,Chinchilla
9405,0.28440004613823,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.825,Cheetah
9414,0,-0.857799976930885,0.995400161483804,0.13760018455292,0,0,0,1.22222222222222,19,3.3,0.46,Chinchilla
9419,0.142200023069115,-0.288999884654425,0,0.279800207622035,0,0.25,1,2.77777777777778,19,2.1,0.72,Cheetah
9422,0,0.279800207622035,1.13760018455292,0.564200253760264,0,0,0,3,19,3.3,0.455,Chinchilla
9424,0.426600069207345,-0.43119990772354,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.74,Cheetah
9446,0.426600069207345,-0.43119990772354,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1,19,2.1,0.78,Cheetah
9453,0.56880009227646,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.8,Cheetah
9456,0,-0.857799976930885,0.995400161483804,0.13760018455292,0,0.25,0.25,2.55555555555556,19,3.3,0.46,Chinchilla
9458,0.142200023069115,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1,19,2.1,0.795,Cheetah
9462,1.13760018455292,0.706400276829379,0,-0.857799976930885,0.75,0,0,3,19,2.1,0.995,Cheetah
9463,0.711000115345575,-0.14679986158531,0.56880009227646,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.78,Cheetah
9467,0.142200023069115,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.82,Cheetah
9471,0.426600069207345,-0.14679986158531,0,-0.288999884654425,0,0,0,1,19,2.1,0.985,Cheetah
9478,0,0.279800207622035,1.13760018455292,0.422000230691149,0,0.25,0.75,2.77777777777778,19,3.3,0.505,Chinchilla
9482,0,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.25,1,19,2.1,0.945,Cheetah
9488,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0.25,0.5,3,19,3.3,0.495,Chinchilla
9494,0.142200023069115,-0.288999884654425,0,-0.857799976930885,0,0.75,1,3,19,3.3,0.47,Chinchilla
9500,0,-0.857799976930885,0.853200138414689,-0.00459983851619539,0,0.5,1,1,19,2.1,0.885,Cheetah
9501,0,0.990800322967609,0,-0.857799976930885,0,1,0.25,2.77777777777778,19,3.3,0.77,NinjaFlex
9505,1.13760018455292,0.564200253760264,0,-0.857799976930885,0,0.25,1,3,19,2.1,0.89,Cheetah
9509,0.28440004613823,-0.288999884654425,0,-0.857799976930885,0,0,0,3,19,2.1,0.77,Cheetah
9514,1.13760018455292,0.279800207622035,0,-0.857799976930885,0,1,1,1,19,2.1,0.88,Cheetah
9516,1.13760018455292,0.706400276829379,0,-0.857799976930885,0.25,0,0,3,19,2.1,0.9,Cheetah
9521,0.142200023069115,-0.573399930792655,0.995400161483804,0.848600299898494,0,0,0,3,19,2.1,0.77,Cheetah
9535,0,0.279800207622035,0,-0.857799976930885,0,0.25,0.75,3,19,2.1,0.865,Cheetah
9543,0.142200023069115,0.279800207622035,0,0.990800322967609,0.25,0,0,3,19,2.1,0.735,Cheetah
9555,0.426600069207345,-0.43119990772354,0,-0.857799976930885,0,1,0.25,3,19,2.1,0.84,Cheetah
9558,0,-0.857799976930885,0,0.279800207622035,0,0.25,0.75,3,19,2.1,0.79,Cheetah
9562,0,-0.573399930792655,0.995400161483804,0.848600299898494,0,1,0.25,3,19,2.1,0.8,Cheetah
9564,0.142200023069115,0.990800322967609,0,0.279800207622035,0,0.25,0.25,1,19,2.1,0.79,Cheetah
9576,0.426600069207345,-0.14679986158531,0.995400161483804,0.848600299898494,0,0,0,2.77777777777778,19,2.1,0.9,Cheetah
9585,0.142200023069115,-0.43119990772354,0,-0.857799976930885,0,0.25,1,3,19,2.1,0.705,Cheetah
9591,0,-0.857799976930885,0.56880009227646,0.848600299898494,0,0.25,0.25,1,19,2.1,0.86,Cheetah
9600,0.56880009227646,-0.288999884654425,0,-0.857799976930885,0,1,0.25,3,19,2.1,0.845,Cheetah
9601,0,-0.857799976930885,0.426600069207345,-0.43119990772354,0,0.25,0.5,3,19,3.3,0.46,Chinchilla
9603,0.142200023069115,-0.573399930792655,1.13760018455292,0.279800207622035,0,0,0,3,19,2.1,0.8,Cheetah
9612,0.995400161483804,0.848600299898494,0,-0.857799976930885,0,0.25,0.25,1,19,2.1,0.855,Cheetah
9615,0,0.990800322967609,0.711000115345575,-0.14679986158531,1.5,0,0,3,19,3.3,0.61,Chinchilla
9617,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0.25,0.75,1,19,2.1,0.9,Cheetah
9618,0.711000115345575,-0.00459983851619539,1.13760018455292,0.706400276829379,0,0.25,1,1,19,3.3,0.47,Chinchilla
9624,0.28440004613823,-0.573399930792655,0,-0.288999884654425,0,0.25,1,3,19,2.1,0.81,Cheetah
9627,0.426600069207345,-0.288999884654425,1.13760018455292,0.706400276829379,0,0,0,1,19,2.1,0.89,Cheetah
9628,0.142200023069115,-0.71559995386177,0,0.990800322967609,2,0,0,3,19,3.3,0.965,NinjaFlex
9629,0.995400161483804,0.848600299898494,0.853200138414689,-0.00459983851619539,0,0.25,0.75,3,19,2.1,0.775,Cheetah
9630,0,-0.857799976930885,0.711000115345575,-0.14679986158531,0,1,0.25,1,19,3.3,0.455,Chinchilla
9632,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0.25,0.25,1,19,2.1,0.895,Cheetah
9635,1.13760018455292,0.706400276829379,0,-0.288999884654425,0,0.25,1,3,19,2.1,0.895,Cheetah
9640,0,0.990800322967609,1.13760018455292,0.279800207622035,0,0.25,0.75,3,19,3.3,0.495,Chinchilla
9641,1.13760018455292,0.706400276829379,0,-0.857799976930885,0,1,0.25,1,19,2.1,0.88,Cheetah
9643,0.28440004613823,-0.43119990772354,0,-0.857799976930885,0.75,0,0,3,19,2.1,0.71,Cheetah
9659,0.426600069207345,-0.43119990772354,0,-0.857799976930885,0,0.25,0.75,1,19,2.1,0.715,Cheetah
9660,1.13760018455292,0.279800207622035,0,0.990800322967609,0,0.25,1,1,19,3.3,0.475,Chinchilla
9663,0,-0.288999884654425,0,-0.857799976930885,1,0,0,3,19,3.3,0.46,Chinchilla
9689,0,-0.71559995386177,0,-0.288999884654425,0,0.25,0.75,1,19,2.1,0.81,Cheetah
9695,0.426600069207345,-0.288999884654425,0,0.990800322967609,0,0.25,0.75,1,19,2.1,0.455,Cheetah
9696,0.56880009227646,-0.14679986158531,0.995400161483804,0.848600299898494,0,0,0,3,19,2.1,0.895,Cheetah
9700,0,-0.857799976930885,0,-0.857799976930885,2,0,0,3,19,3.3,0.505,Chinchilla
9701,0.995400161483804,0.848600299898494,0.995400161483804,0.564200253760264,0,0.25,0.25,3,19,2.1,0.745,Cheetah
9708,1.13760018455292,0.279800207622035,0,-0.857799976930885,0.5,0,0,3,19,2.1,0.89,Cheetah
9716,0,-0.288999884654425,0.142200023069115,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.9,Cheetah
9721,0,-0.857799976930885,0.995400161483804,0.848600299898494,0,1,0.75,3,19,2.1,0.49,Cheetah
9723,0.142200023069115,-0.288999884654425,0,-0.573399930792655,0,0,0,3,19,2.1,0.82,Cheetah
9725,0,0.990800322967609,0,0.990800322967609,0,0.5,1,3,19,2.1,0.455,Cheetah
9730,0.426600069207345,-0.288999884654425,0,0.990800322967609,0,0,0,3,19,2.1,0.5,Cheetah
9737,0,-0.857799976930885,0.426600069207345,-0.43119990772354,0,1,0.25,3,19,2.1,0.455,Cheetah
9740,0,-0.857799976930885,0.426600069207345,-0.14679986158531,0,0.25,1,3,19,2.1,0.455,Cheetah
9747,0.711000115345575,-0.14679986158531,0.995400161483804,0.848600299898494,0,0.25,0.75,1,19,2.1,0.89,Cheetah
9749,0.995400161483804,0.13760018455292,0.426600069207345,-0.43119990772354,0,0.25,1,3,19,2.1,0.9,Cheetah
9750,0,0.279800207622035,1.13760018455292,0.564200253760264,0,0.25,0.75,1,19,3.3,0.995,NinjaFlex
9753,1.13760018455292,0.422000230691149,0.426600069207345,-0.43119990772354,0,1,0.25,3,19,2.1,0.9,Cheetah
9757,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0.5,0.75,1,19,2.1,0.895,Cheetah
9758,0,0.5,0,0.5,0,0,0,1,19,3.3,0.463900134952767,Chinchilla
9759,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0,0,3,19,2.1,0.51,Cheetah
9760,0,0.990800322967609,0.995400161483804,0.279800207622035,0,0.25,0.25,3,19,3.3,0.97,NinjaFlex
9764,0,-0.857799976930885,0.853200138414689,-0.00459983851619539,0,0.25,0.5,3,19,2.1,0.46,Cheetah
9766,0.142200023069115,-0.71559995386177,1.13760018455292,0.422000230691149,0,0,0,1,19,2.1,0.8,Cheetah
9770,0.995400161483804,0.848600299898494,0.853200138414689,-0.00459983851619539,0,0,0,3,19,2.1,0.74,Cheetah
9771,0,-0.857799976930885,0.56880009227646,-0.288999884654425,0,0.25,0.75,1,19,3.3,0.455,Chinchilla
9772,0.995400161483804,0.422000230691149,0,-0.857799976930885,0,0.25,1,1,19,2.1,0.45,Cheetah
9776,0.711000115345575,-0.14679986158531,0,-0.857799976930885,0,1,0.5,3,19,3.3,0.485,Chinchilla
9778,0.142200023069115,0.279800207622035,0,0.990800322967609,0,0.25,0.75,3,19,2.1,0.705,Cheetah
9785,0,0.848600299898494,0.995400161483804,0.13760018455292,1.25,0,0,1,19,3.3,0.46,Chinchilla
9786,1.13760018455292,0.706400276829379,0,-0.857799976930885,0,0.25,0.75,2.77777777777778,19,2.1,0.9,Cheetah
9789,0,-0.43119990772354,0.995400161483804,0.13760018455292,0.75,0,0,1,19,2.1,0.895,Cheetah
9793,0,0.279800207622035,0.142200023069115,0.279800207622035,0,0.25,1,1,19,2.1,0.495,Cheetah
9798,1.13760018455292,0.279800207622035,0,-0.857799976930885,0,0.25,0.75,1,19,2.1,0.875,Cheetah
9801,0.56880009227646,-0.288999884654425,0,-0.43119990772354,0,0.25,1,1,19,2.1,0.84,Cheetah
9809,1.13760018455292,0.422000230691149,0,-0.43119990772354,0,0.25,1,3,19,2.1,0.455,Cheetah
9817,0.426600069207345,-0.288999884654425,0,-0.288999884654425,0,1,0.25,1,19,2.1,0.815,Cheetah
9824,0,-0.288999884654425,0.995400161483804,0.848600299898494,0,0,0,3,19,2.1,0.455,Cheetah
9825,0,0.848600299898494,0.995400161483804,0.564200253760264,0,0.25,0.75,2.77777777777778,19,2.1,0.7,Cheetah
9830,0.711000115345575,-0.14679986158531,0.56880009227646,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.78,Cheetah
9834,0.995400161483804,0.848600299898494,1.13760018455292,0.279800207622035,0,0,0,3,19,2.1,0.9,Cheetah
9836,1.13760018455292,0.279800207622035,0.426600069207345,-0.43119990772354,0,0.25,0.5,1,19,2.1,0.83,Cheetah
9839,1.13760018455292,0.706400276829379,0.56880009227646,-0.288999884654425,0,0.25,0.25,2.11111111111111,19,2.1,0.88,Cheetah
9842,0.426600069207345,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.82,Cheetah
9845,0.711000115345575,-0.14679986158531,0.426600069207345,-0.43119990772354,0,0.25,0.5,1.22222222222222,19,2.1,0.75,Cheetah
9846,0.995400161483804,0.422000230691149,0,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.49,Cheetah
9848,0,-0.857799976930885,0.995400161483804,0.13760018455292,0,0.75,0.25,3,19,3.3,0.47,Chinchilla
9853,0.853200138414689,-0.00459983851619539,1.13760018455292,0.706400276829379,0,0.25,1,1,19,3.3,0.45,Chinchilla
9856,0.426600069207345,-0.43119990772354,0.711000115345575,-0.14679986158531,0,0.25,0.5,1.22222222222222,19,2.1,0.78,Cheetah
9860,0.711000115345575,-0.14679986158531,0,-0.43119990772354,0,0,0,1,19,2.1,0.7,Cheetah
9863,0,-0.288999884654425,0.995400161483804,0.13760018455292,0,0,0,1.22222222222222,19,2.1,0.895,Cheetah
9865,0.995400161483804,0.13760018455292,0,-0.857799976930885,0.5,0,0,1.22222222222222,19,3.3,0.455,Chinchilla
9866,0,-0.857799976930885,0.853200138414689,-0.00459983851619539,0,1,0.25,3,19,2.1,0.45,Cheetah
9869,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0,0,2.55555555555556,19,3.3,0.48,Chinchilla
9870,0.56880009227646,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.75,Cheetah
9872,0.711000115345575,-0.14679986158531,0.56880009227646,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.78,Cheetah
9875,0.711000115345575,-0.14679986158531,0.142200023069115,-0.288999884654425,0.25,0,0,1,19,2.1,0.765,Cheetah
9876,0.426600069207345,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1,19,2.1,0.875,Cheetah
9877,0.711000115345575,-0.14679986158531,0.56880009227646,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.78,Cheetah
9878,0.28440004613823,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.845,Cheetah
9880,0.711000115345575,-0.14679986158531,0.426600069207345,-0.43119990772354,0,0.25,0.5,1.22222222222222,19,2.1,0.715,Cheetah
9881,0.426600069207345,-0.43119990772354,0.711000115345575,-0.00459983851619539,0,0.25,0.5,3,19,2.1,0.47,Cheetah
9882,0,-0.857799976930885,0.995400161483804,0.13760018455292,0,0,0,2.55555555555556,19,3.3,0.465,Chinchilla
9883,0.56880009227646,-0.14679986158531,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.785,Cheetah
9884,0,-0.573399930792655,0.853200138414689,-0.00459983851619539,0,0.25,0.5,2.77777777777778,19,2.1,0.465,Cheetah
9885,0.142200023069115,-0.288999884654425,0.995400161483804,0.13760018455292,0,0.25,0.5,1,19,2.1,0.74,Cheetah
9886,0.995400161483804,0.13760018455292,0,-0.857799976930885,0,0,0,3,19,3.3,0.465,Chinchilla
9889,1.13760018455292,0.422000230691149,0,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.715,Cheetah
9891,0,0.279800207622035,1.13760018455292,0.279800207622035,0,0,0,2.77777777777778,19,3.3,0.47,Chinchilla
9892,0.426600069207345,-0.14679986158531,0,0.422000230691149,0,0.25,1,1,19,2.1,0.45,Cheetah
9895,0,-0.857799976930885,1.13760018455292,0.279800207622035,0.25,0,0,3,19,3.3,0.49,Chinchilla
9900,0.28440004613823,-0.573399930792655,1.13760018455292,0.279800207622035,0,1,0.25,3,19,3.3,0.54,Chinchilla
9901,0,-0.288999884654425,1.13760018455292,0.279800207622035,0,0.25,0.5,1,19,2.1,0.79,Cheetah
9916,0.711000115345575,-0.14679986158531,1.13760018455292,0.564200253760264,0,0,0,1.22222222222222,19,3.3,0.455,Chinchilla
9918,0.426600069207345,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1.44444444444444,19,2.1,0.6,Cheetah
9919,0.56880009227646,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.745,Cheetah
9920,0.853200138414689,-0.00459983851619539,1.13760018455292,0.279800207622035,0,0,0,2.77777777777778,19,3.3,0.45,Chinchilla
9922,0.426600069207345,-0.14679986158531,0.995400161483804,0.13760018455292,0,0.25,0.5,1,19,2.1,0.615,Cheetah
9925,0.711000115345575,-0.14679986158531,1.13760018455292,0.706400276829379,0,0,0,2.33333333333333,19,3.3,0.45,Chinchilla
9927,0.142200023069115,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.84,Cheetah
9928,0.142200023069115,-0.288999884654425,1.13760018455292,0.279800207622035,0,0,0,1,19,3.3,0.915,NinjaFlex
9929,0,-0.857799976930885,0.853200138414689,-0.00459983851619539,0,0,0,2.33333333333333,19,3.3,0.455,Chinchilla
9930,0.56880009227646,-0.288999884654425,0,0.990800322967609,0,1,0.25,1,19,2.1,0.47,Cheetah
9938,0.142200023069115,-0.288999884654425,1.13760018455292,0.279800207622035,0,0.25,0.5,1,19,2.1,0.77,Cheetah
9939,0.995400161483804,0.279800207622035,1.13760018455292,0.279800207622035,0,0,0,2.77777777777778,19,3.3,0.45,Chinchilla
9943,0,-0.857799976930885,0.711000115345575,-0.14679986158531,0,0,0,2.55555555555556,19,3.3,0.455,Chinchilla
9945,0,0.279800207622035,0,0.279800207622035,0,0.25,1,2.77777777777778,19,2.1,0.475,Cheetah
9946,0,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1,19,2.1,0.895,Cheetah
9950,0,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,2.11111111111111,19,2.1,0.7,Cheetah
9951,0.426600069207345,-0.43119990772354,1.13760018455292,0.279800207622035,0,0.25,0.25,2.33333333333333,19,3.3,0.495,Chinchilla
9955,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0.75,0.25,3,19,3.3,0.525,Chinchilla
9958,0.426600069207345,-0.288999884654425,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.77,Cheetah
9959,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0.5,0.25,2.77777777777778,19,3.3,0.525,Chinchilla
9961,0.56880009227646,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,2.55555555555556,19,2.1,0.45,Cheetah
9962,0.142200023069115,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1,19,2.1,0.855,Cheetah
9963,1.13760018455292,0.279800207622035,1.13760018455292,0.706400276829379,0,0.25,0.75,1,19,3.3,0.46,Chinchilla
9964,0.142200023069115,-0.43119990772354,1.13760018455292,0.279800207622035,0,0.25,0.5,1,19,3.3,0.94,NinjaFlex
9965,1.13760018455292,0.706400276829379,0,-0.857799976930885,1.75,0,0,2.77777777777778,19,2.1,0.455,Cheetah
9966,0.142200023069115,-0.288999884654425,0.853200138414689,-0.00459983851619539,0,0.25,0.5,1,19,2.1,0.715,Cheetah
9970,0.711000115345575,-0.14679986158531,0.711000115345575,-0.14679986158531,0,0.25,0.5,1,19,2.1,0.77,Cheetah
9972,0.28440004613823,-0.573399930792655,0.711000115345575,-0.14679986158531,0,0,0,1.22222222222222,19,3.3,0.45,Chinchilla
9977,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,1,0.25,3,19,3.3,0.625,Chinchilla
9982,0.56880009227646,-0.14679986158531,0.995400161483804,0.848600299898494,0,0.25,0.75,1,19,3.3,0.65,Chinchilla
9986,0.995400161483804,0.279800207622035,1.13760018455292,0.706400276829379,0,0.25,0.75,1,19,3.3,0.46,Chinchilla
9988,0.711000115345575,-0.14679986158531,1.13760018455292,0.279800207622035,0,0,0,1.66666666666667,19,3.3,0.475,Chinchilla
9989,0,0.279800207622035,1.13760018455292,0.279800207622035,0,0.25,0.75,3,19,3.3,0.99,NinjaFlex
9990,0.853200138414689,-0.00459983851619539,0.28440004613823,-0.288999884654425,0,0.25,0.5,1,19,2.1,0.575,Cheetah
9992,0,-0.857799976930885,1.13760018455292,0.279800207622035,0.75,0,0,1,19,3.3,0.455,Chinchilla
9996,0,-0.71559995386177,0.995400161483804,0.13760018455292,0,0.5,0.25,2.33333333333333,19,2.1,0.455,Cheetah
9998,0.995400161483804,0.13760018455292,1.13760018455292,0.564200253760264,0,0.25,0.75,1.22222222222222,19,3.3,0.47,Chinchilla
10002,0.853200138414689,0.422000230691149,0,-0.43119990772354,1.25,0,0,1,19,2.1,0.455,Cheetah
10008,0,-0.573399930792655,0.56880009227646,-0.288999884654425,0,0,0,1.22222222222222,19,3.3,0.45,Chinchilla
10012,0.853200138414689,-0.00459983851619539,1.13760018455292,0.564200253760264,0,0,0,1.44444444444444,19,3.3,0.45,Chinchilla
10017,0.995400161483804,0.13760018455292,1.13760018455292,0.279800207622035,0,0,0,1.66666666666667,19,3.3,0.48,Chinchilla
10021,0,-0.857799976930885,1.13760018455292,0.279800207622035,0,0,0,2.77777777777778,19,2.1,0.48,Cheetah
10022,0.711000115345575,-0.14679986158531,1.13760018455292,0.706400276829379,0,0,0,1,19,3.3,0.45,Chinchilla
10024,0.711000115345575,-0.14679986158531,1.13760018455292,0.564200253760264,0,0,0,1.44444444444444,19,3.3,0.49,Chinchilla
10028,0.711000115345575,-0.14679986158531,1.13760018455292,0.706400276829379,0,0,0,1,19,3.3,0.48,Chinchilla
10031,0.56880009227646,-0.14679986158531,1.13760018455292,0.422000230691149,0,0,0,1,19,3.3,0.455,Chinchilla
10033,0.853200138414689,-0.00459983851619539,1.13760018455292,0.279800207622035,0,0,0,1,19,3.3,0.455,Chinchilla
10035,0.853200138414689,-0.00459983851619539,1.13760018455292,0.706400276829379,0,0,0,1.44444444444444,19,3.3,0.45,Chinchilla
10037,0.995400161483804,0.13760018455292,0,0.990800322967609,0,0,0,1,19,3.3,0.47,Chinchilla
10040,0.711000115345575,-0.14679986158531,1.13760018455292,0.422000230691149,0,0,0,2.11111111111111,19,3.3,0.485,Chinchilla
10042,0.853200138414689,-0.00459983851619539,0.995400161483804,0.848600299898494,0,0,0,1,19,3.3,0.505,Chinchilla
10044,0.853200138414689,-0.00459983851619539,0.995400161483804,0.848600299898494,0.25,0,0,1,19,3.3,0.45,Chinchilla
10046,0.995400161483804,0.422000230691149,1.13760018455292,0.706400276829379,0,0.25,0.75,2.33333333333333,19,3.3,0.46,Chinchilla
10047,0,0.564200253760264,0.995400161483804,0.13760018455292,2,0,0,1,19,2.1,0.45,Cheetah
10048,0.995400161483804,0.13760018455292,1.13760018455292,0.706400276829379,0,0,0,1,19,3.3,0.45,Chinchilla
10049,0.56880009227646,-0.14679986158531,1.13760018455292,0.279800207622035,0,0,0,1,19,3.3,0.54,Chinchilla
10050,0.853200138414689,-0.00459983851619539,0,-0.857799976930885,0,0,0,1,19,3.3,0.46,Chinchilla
10051,0.711000115345575,-0.14679986158531,1.13760018455292,0.564200253760264,0,0,0,1.44444444444444,19,3.3,0.475,Chinchilla
10052,0.853200138414689,-0.00459983851619539,1.13760018455292,0.706400276829379,0,0,0,1.88888888888889,19,3.3,0.48,Chinchilla
10054,1.13760018455292,0.706400276829379,1.13760018455292,0.279800207622035,0,0,0,1.22222222222222,19,3.3,0.46,Chinchilla
10062,0.591812079202908,0.367684111482702,0.967444510074083,0.548255859779695,0,0.910712824765006,0.00227905411793256,1.36312645316327,19,3.3,0.478898663459763,Chinchilla
10064,0.958481311883485,0.198445819381045,0.0511238830539806,-0.039350069265929,0,0.0203345800314074,0.51769741372109,1.03637248433985,19,2.1,0.455093095472565,Cheetah
10066,0.109679001271606,-0.726358732119374,0.771372111602469,0.0664357365617989,0,0.145129338018114,0.365650996294891,2.5206123011302,19,3.3,0.465785231653295,Armadillo
10068,0.480912396690113,-0.367813614150945,0.3972565437256,0.0676438155225547,0,0.0339430626303663,0.452714745359957,1.71660992206889,19,2.1,0.467922488324041,Cheetah
10071,0.944458581651805,0.415493228296183,0.898335806201585,0.112888731202152,0,0.0110703085647036,0.856268410882547,2.95376417734934,19,3.3,0.616571375678045,Chinchilla
10073,0.840168218416842,0.103417208075615,0.366903166956538,-0.339530538709936,0,0.0321651355174942,0.525888602770069,1.09611627285913,19,2.1,0.696414363947183,Cheetah
10077,0.422554713240269,-0.458348760473278,0.328798335455903,-0.451765156400102,0,0.966267048973624,0.0684287746343625,1.9146065647994,19,3.3,0.468169634311156,Chinchilla
10079,0,0.5,0,0.5,0,0,0,1,19,3.3,0.795257374204743,Cheetah
10082,0.930847502794779,0.0730498457686823,0.986892723882473,0.634297488478213,0,0.0384674742714141,0.828408404618062,1.03403607666519,19,3.3,0.489599864065582,Chinchilla
10083,0.0381999386181095,0.258803452951599,0.0272147687925714,0.358443918944013,0,0.0831908809582878,0.926695844424606,2.53067997244387,19,2.1,0.458448123631138,Cheetah
10085,0.162756831974151,-0.439019189773233,0.778834509461724,-0.0355995945854013,0,0.0499860125281078,0.459056217208259,1.07683587342361,19,2.1,0.809716591406711,Cheetah
10086,0.913263048463173,0.026055300842684,0.421623720317703,-0.246807893941362,0,0.251355097070007,0.858173808378097,1.00442424301899,19,2.1,0.807092178023268,PLA
10089,0.403613516708503,-0.33041687276402,0.603241472118817,-0.198793518589972,0,0.0288707433433473,0.408479414450436,1.00292405741565,19,2.1,0.666241473637282,Cheetah
10090,0.444498559552845,-0.175717351813545,0.886159248571875,0.000966046001056986,0,0.0524610322700284,0.534175306745146,1.36091753029447,19,2.1,0.770857856898166,Cheetah
10093,0.0825569883878902,-0.615235437260072,0.884008114983478,0.00865802104047675,0,0.973704340827132,0.150888031971692,2.61934585564389,19,2.1,0.454141740857002,Cheetah
10094,0.961278591046504,0.0653647932907535,0.664729736326023,0.599413743806026,0,0.983721388387959,0.0187239478175121,1.42209024146658,19,3.3,0.459334064499412,Chinchilla
